"decor_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","decor_spell_id","item_id","classification_note","acquisition_source_url"
"18826","[DNT] [AUTOGEN] 12PH_Leg_6HU_Barracks_WoodBenchSmall.M2","wod_theme","internal_dnt","","drop","","","","","","","","1279816","267255","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/18826/dnt-autogen-12ph_leg_6hu_barracks_woodbenchsmallm2-18826/"
"21889","[DNT] [AUTOGEN] 6OR_Garrison_Torch01.m2","wod_theme","internal_dnt","","drop","","","","","","","","1290426","272152","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/21889/dnt-autogen-6or_garrison_torch01m2-21889/"
"22006","Small Lumber Pile","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Disguised Decor Duel Vendor (Silvermoon City) 50 Voidlight Marl Copy Waypoint","","","264056","","3316","","1291114","272441","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/22006/small-lumber-pile-22006/"
"22007","Empty Wooden Toolbox","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Disguised Decor Duel Vendor (Silvermoon City) 50 Voidlight Marl Copy Waypoint","","","264056","","3316","","1291115","272442","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/22007/empty-wooden-toolbox-22007/"
"23548","Bakar's Favorite Ball","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Roshai Lightstep (Razorwind Shores) Every Bakar Has Its Day Copy Waypoint","","","265551","","","","1300270","276654","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/23548/bakars-favorite-ball-23548/"
"23549","Pet Food and Water Tray","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Roshai Lightstep (Razorwind Shores) Every Bakar Has Its Day Copy Waypoint","","","265551","","","","1300293","276677","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/23549/pet-food-and-water-tray-23549/"
"24888","Tune-O-Tron 6000","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1296531","275343","No current acquisition source is displayed","https://housing.wowdb.com/decor/24888/tune-o-tron-6000-24888/"
"25101","Westfall Pet Cage","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Agratha (Razorwind Shores) 50 Copy Waypoint Vendor: Perry Winkles (Founder's Point) 50 Copy Waypoint","","","267794;267795","","","","1301698","277142","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/25101/westfall-pet-cage-25101/"
"25102","Crossroads Pet Cage","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Agratha (Razorwind Shores) 50 Copy Waypoint Vendor: Perry Winkles (Founder's Point) 50 Copy Waypoint","","","267794;267795","","","","1301700","277144","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/25102/crossroads-pet-cage-25102/"
"25103","Crude Pet Cage","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Agratha (Razorwind Shores) 50 Copy Waypoint Vendor: Perry Winkles (Founder's Point) 50 Copy Waypoint","","","267794;267795","","","","1301704","277149","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/25103/crude-pet-cage-25103/"
"26363","Mounted Moby","wod_theme","acquisition_midnight_confirmed","midnight","crafted","Sources Crafting: Leatherworking (Midnight Patterns) Reagents Required: 1× Ula'tek Snakehead 8× Thalassian Lumber 6× Scalewoven Hide Profession: Midnight Leatherworking","","","","1296511","","274589;256963;244631","1306589","279348","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/26363/mounted-moby-26363/"
