decision,decision_basis,achievement_id,title,description,root_category,category_id,category_path,points,flags,criteria_tree_id,reward_item_id,att_source_files,followup_reason
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19349,Glory of the Dream Raider,"Complete the Amirdrassil, the Dream's Hope raid achievements listed below.",Dungeons & Raids,168,Dungeons & Raids,25,143360,151522,210060,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19442,Fire Catwalk With Me,"Collect an armor set from Amirdrassil, the Dream's Hope.",Collections,15259,Collections > Appearances,10,131072,152031,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19490,Gladiator: Dragonflight Season 4,Win 50 3v3 games while at Elite rank during Dragonflight Season 4.,Feats of Strength,15270,Feats of Strength > Player vs. Player,0,14336,153499,210077,PVP.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19574,Awakening the Dragonflight Raids,Complete all three Awakened raids on Normal difficulty or higher in Dragonflight Season 4.,Feats of Strength,81,Feats of Strength,0,231424,153973,217340,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,19782,Dragonflight Keystone Master: Season Four,Attain a Mythic+ Rating of at least 2000 during Dragonflight Season Four.,Feats of Strength,15272,Feats of Strength > Dungeons,0,133120,154807,213438,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,20033,Hearthstone Beginner,Collect 10 Hearthstone cards.,Collections,15246,Collections,10,131072,155850,0,Promotions.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,20501,Back from the Beyond,Leave the Shadowlands better than they were when you entered by completing the following achievements.,Expansion Features,15301,Expansion Features,100,132096,157225,217612,ExpansionFeatures.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,40469,I'm Bringing Nerub-ack,Collect an armor set from Nerub-ar palace.,Collections,15259,Collections > Appearances,10,131072,163872,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,40723,Web-Wrapped in the Finest Silks,Complete one of the achievements or feats of strength listed below:,Collections,15259,Collections > Appearances,10,131072,166425,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,40728,Forged Finery,Collect any armor set from The War Within PvP Season 1.,Collections,15259,Collections > Appearances,10,131072,166455,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41056,Master of the Turbulent Timeways II,Gain Mastery of Timeways for 5 weeks during the Turbulent Timeways II event.,Feats of Strength,15274,Feats of Strength > Events,0,133120,169686,232624,Holidays.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41209,Dressed to Kill: Battle for Azeroth,Complete 4 of the Battle for Azeroth appearance achievements listed below.,Collections,15259,Collections > Appearances,20,131072,170386,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41525,"Can You Please Spell ""Gobanna?""",Collect an armor set from the Liberation of Undermine.,Collections,15259,Collections > Appearances,10,131072,206447,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41595,Prized Guise,Collect any armor set from The War Within PvP Season 2.,Collections,15259,Collections > Appearances,10,131072,207024,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41665,Dressed to the Mines,Complete one of the achievements or feats of strength listed below:,Collections,15259,Collections > Appearances,10,131072,207347,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41779,Master of the Turbulent Timeways III,Gain Mastery of Timeways for 5 weeks during the Turbulent Timeways III event.,Feats of Strength,15274,Feats of Strength > Events,0,133120,208163,238739,Holidays.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41928,Reeking of Visions,Complete the Revisited Horrific Vision achievements listed below.,Expansion Features,15546,Expansion Features > Visions of N'Zoth Revisited,10,131072,209056,174463,ExpansionFeatures.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,41929,Through the Depths of Visions,Complete the Revisited Horrific Vision achievements listed below.,Expansion Features,15546,Expansion Features > Visions of N'Zoth Revisited,20,131072,209059,174654,ExpansionFeatures.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,42316,Fractals? For Spring? Groundbreaking.,Collect an armor set from Manaforge Omega.,Collections,15259,Collections > Appearances,10,131072,211458,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,42325,Void Wear Prohibited,Complete one of the achievements or feats of strength listed below:,Collections,15259,Collections > Appearances,10,131072,211460,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,42800,Astral Attire,Collect any armor set from The War Within PvP Season 3.,Collections,15259,Collections > Appearances,10,131072,212491,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,61565,War Within Dungeon Hero,Complete the War Within Heroic dungeon achievements listed below.,Dungeons & Raids,168,Dungeons & Raids,20,131072,219474,221492,Instances.lua,reward_item_already_tracked
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,61586,Galactic Gala,Collect any armor set from Midnight PvP Season 1.,Collections,15259,Collections > Appearances,10,131072,219608,0,PVP.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,61843,Quel'Dressed,Collect the appearances of a class set from Midnight Season 1.,Collections,15259,Collections > Appearances,10,131072,220775,0,Instances.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,61858,Light of the Party,Complete one of the achievements or feats of strength listed below:,Collections,15259,Collections > Appearances,10,131072,220805,0,ExpansionFeatures.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,62103,Insurmountable Collection,Obtain 600 mounts (usable by a single character).,Collections,15248,Collections > Mounts,10,131072,221824,265656,Character.lua,collection_category
confirmed_catalog_gap_needs_placement,current_db2_player_facing_and_att_catalog_but_not_collectionist,63608,Venomous Vestments,Collect any armor set from Midnight PvP Season 2.,Collections,15259,Collections > Appearances,10,131072,231279,0,PVP.lua,collection_category
